,ANN_IMPST,FLG_PRES_ADESIONE,FLG_PRES_RICORSO,PESO,PESO_ADESIONE,SOLVIBILITA,STATO_CONTROLLO,FL_CONDONO,RIMB_NON_CONC,RIMB_NON_CONC_DEF,DEBITO_IMPOSTA_AUT,FLG_PRES_RISCOSS,INDAGINE_BANCARIA,MAG_IMP_IRPEF_DEF,MAG_IMP_RIT_DEF,DEBITI_IVA_DIC,IMP_BEN_NO_AMM,IMP_IMPOR_IMPOST,IMP_VE_OPESEN,IMP_OPER_NOIMP,IMP_CREDAP_COMP,IMP_CRED_AP,IMP_VERS_PERIOD,IMP_V_AGG_IMPON,IMP_V_AGG_IVA,VAL_ALIQ_M_VOL_IMP,VAL_ALIQ_M_ACQ_IMP,VAL_ALIQ_MEDIA_VOL,VAL_ALIQ_MEDIA_ACQ,COD_NATURA_GIUR,COD_DIR_REG,FLG_VC,FLG_RF,FLG_FC,COD_ATTIV_GEN,IMP_UTIL_CONTEC,IMP_ESISTZ,IMP_ECC_PREC,IMP_ECC_PREC_F24,IMP_IMPST_DEBITO,IMP_IMPST_CREDIT,imp_sps_prest_lavoro,imp_tot_neg,VAR_RIMBORSO,VAR_DETRAZIONE,VAR_VOL_AFF_POS,VAR_VOL_AFF_NEG,Target,Cluster
8140,0.6000000000000227,0.0,0.0,0.10424710424710425,0.0,0.6000000000000001,0.5294117647058824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01065416016373211,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0,1.7920675738225817e-05,0.6541442835836705,0.4940433303920452,0.3937735849056604,0.19056372549019612,0.3968364225740017,0.10414186352528355,0.25252525252525254,0.14999999999999858,0.0,1.0,0.0,0.55,8.038715038183286e-05,0.0,0.0,0.0,0.0,0.0,0.003654521683100131,0.0,0.0,6.953181400265336e-05,0.0011035731712448398,0.03312156029362849,0,1
8348,0.6000000000000227,1.0,0.0,0.06756756756756757,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0008122951187100449,0.0002541227426142981,0.0,0.654108183392855,0.4940017843990223,0.40433962264150947,0.17990196078431375,0.39762244238901284,0.10082085343693216,0.24242424242424243,0.7999999999999972,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0036449795198917165,0.006227038356019858,0.0,3.22077092823181e-05,0.001086003250729631,0.03314167481035905,0,3
5801,0.4000000000000341,0.0,0.0,0.10231660231660232,0.0,0.6000000000000001,0.029411764705882346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0005849103258001125,0.00602282534130604,0.0,0.6540649227350391,0.4939511655893336,0.580754716981132,0.2450980392156863,0.40287476084280827,0.13334168807569396,0.25252525252525254,0.8999999999999986,0.0,0.0,0.0,0.5,0.0,0.08635643877040602,0.0,0.0,0.0,0.0,0.0036440933104290633,0.07388676358131015,0.0,0.0024079291849940215,0.001107987263079743,0.03312156029362849,0,2
455,0.4000000000000341,1.0,0.0,0.10231660231660232,0.4444444444444444,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0,5.2826846320571e-05,0.6541211532078283,0.4940185714194959,0.4309433962264151,0.2166666666666667,0.3980367784155303,0.11968168431605992,0.24242424242424243,0.29999999999999716,0.0,0.0,0.0,0.55,0.0,0.04306257620622669,0.0,0.0,0.0,0.0,0.0036493226137625204,0.029260144521601892,0.0,6.96597238886038e-05,0.001092171806641259,0.03312156029362849,0,0
1590,0.20000000000004547,1.0,0.0,0.10231660231660232,0.4444444444444444,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0,1.9095088954080422e-05,0.6541511031233832,0.4940452312855211,0.3920754716981132,0.20894607843137258,0.3967815839822567,0.10614700169183534,0.25252525252525254,0.0,0.0,1.0,0.0,0.55,0.00014771249201992392,0.0,0.0,0.0,0.0,0.0,0.0036354330375410375,0.0,0.0,2.7219223730251354e-05,0.0011024293370017406,0.03312156029362849,0,0
3304,0.0,0.0,0.0,0.015444015444015444,0.0,0.8,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.00024943641829547445,0.00044051820098050826,3.718975183539581e-06,0.654108229114882,0.4940025494921489,0.36377358490566036,0.2450980392156863,0.395867607453174,0.12519581427407733,0.24242424242424243,0.25,0.0,1.0,0.0,0.35000000000000003,7.01155720921856e-05,0.0,0.0,0.0,0.0,0.0,0.0036354330375410375,0.0,0.0,0.00014855454154282858,0.0010849062088043287,0.03312156029362849,0,2
1296,0.6000000000000227,1.0,0.0,0.10424710424710425,0.2962962962962963,0.4,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0001420703078117702,0.00028146295920033603,4.175691434149705e-06,0.6540993517526383,0.49398985034367754,0.3920754716981132,0.17598039215686276,0.3967815839822567,0.09148442884892538,0.25252525252525254,0.6499999999999986,0.0,0.0,1.0,0.05,0.0,0.0007821684105307622,0.0,0.0,0.0,0.0,0.0036354330375410375,0.00752390034545141,0.0,0.00021560490375804363,0.0010868957249689705,0.03312156029362849,0,0
4239,0.8000000000000114,0.0,0.0,0.03474903474903475,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.04800891897871331,0.01592729663013133,0.0,0.6540467071457731,0.49392181450532424,0.4294339622641509,0.24264705882352944,0.39798803300064595,0.13233911899241807,0.04040404040404041,0.6000000000000014,0.0,1.0,0.0,0.85,0.0008199815205277356,0.0,0.00014355670817612915,0.0,2.116088456191233e-05,0.0,0.003944992245969542,0.0,0.0,0.012296847123639232,0.0013613940341978882,0.03312156029362849,0,2
2381,0.0,0.0,0.0,0.06756756756756757,0.0,0.0,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010040894651293843,0.0,0.0008043294090493882,9.89901386388269e-06,0.0013089989429679897,0.00030090858437095274,0.0,0.6540972313108095,0.4939880329078486,0.34358490566037736,0.17647058823529416,0.39521563752909494,0.09869039413497088,0.020202020202020204,0.14999999999999858,0.0,1.0,0.0,0.35000000000000003,5.0651847732358324e-05,0.0,0.0,0.0,3.18352360938829e-05,0.0,0.0036815332061680473,0.0,0.0,0.0010202859962721944,0.00115566818880178,0.03312156029362849,0,2
1483,0.20000000000004547,0.0,0.0,0.0,0.0,0.0,0.7941176470588235,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0005966649090813147,0.0,0.6540809125230231,0.4940760589876196,0.580754716981132,0.2450980392156863,0.39228481945916965,0.043925057961025124,0.020202020202020204,0.5,1.0,1.0,0.0,0.25000000000000006,0.0,0.0,0.0008069016097203215,0.0035177933362340627,0.0,0.00014061607258694905,0.003645352144074285,0.0,0.0,0.0002492196217858164,0.001125247729739012,0.03312156029362849,0,2
5759,0.6000000000000227,1.0,0.0,0.10424710424710425,0.2962962962962963,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010200855366182343,0.0,0.0008043294090493882,9.89901386388269e-06,0.0005093563962004688,0.007518060955386833,0.0,0.6540842889953163,0.493975256900707,0.580754716981132,0.15968137254901962,0.40287476084280827,0.09035653863024,0.020202020202020204,0.29999999999999716,0.0,1.0,0.0,0.35000000000000003,0.0002567758794774144,0.0,0.0054338835164336645,0.0,0.0,0.0017366500560693488,0.0036424909086492287,0.0,0.0012833675564681726,0.0010037088750530186,0.0010888410263587447,0.03312156029362849,0,0
9318,0.4000000000000341,0.0,0.0,0.15830115830115832,0.0,0.8,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,1.803290881206759e-05,0.0,0.6540986417359447,0.494239146098745,0.20339622641509433,0.2450980392156863,0.39068840712170516,0.1342189360235604,0.020202020202020204,0.29999999999999716,0.0,1.0,0.0,0.4,1.3747485813969388e-05,0.0,0.0,0.0,0.0,0.0,0.0036354330375410375,0.0,0.0,1.5988735743803664e-05,0.0011140918760994662,0.03312156029362849,1,2
267,0.6000000000000227,0.0,1.0,0.05791505791505792,0.0,0.4,0.32352941176470584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011835241818116285,0.0,0.0008587706128222214,9.89901386388269e-06,0.0,0.004069121718394938,0.0,0.6545957296248399,0.4944357354384237,0.45547169811320753,0.21985294117647064,0.39901168671321857,0.11736324331098441,0.020202020202020204,0.75,0.0,1.0,0.0,0.35000000000000003,0.0004959346104672977,0.0,0.00018882142866143956,0.0008231917689613192,0.0008108750794257056,0.0,0.004160511162539688,0.0,0.0,0.0027842400694601845,0.001539164542934496,0.03947526240837999,0,4
12115,0.6000000000000227,0.0,0.0,0.05791505791505792,0.0,0.6000000000000001,0.029411764705882346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0292849200140552,0.011742581473222168,0.0,0.6538686983734827,0.4937222039988245,0.35566037735849054,0.2450980392156863,0.39560560084817026,0.13415627545585562,0.020202020202020204,0.7999999999999972,0.0,1.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.00010650104495341527,0.004364305178461061,0.0,0.0,0.014571494207472906,0.0012475825270095134,0.03312156029362849,1,2
3456,0.20000000000004547,0.0,0.0,0.0,0.0,0.0,0.7941176470588235,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010020337088349287,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0,0.0,0.6540440131906935,0.49401275267471256,0.3943396226415094,0.1487745098039216,0.39594681875236115,0.08490506923992733,0.25252525252525254,0.0,0.0,1.0,0.0,0.45,8.282435897798842e-06,0.0,0.0,0.0,0.0,0.0,0.0036354330375410375,0.0,0.0005302361396303902,9.690452959604523e-05,0.0011632399194297218,0.03319201318663073,0,2
10538,0.4000000000000341,1.0,0.0,0.06756756756756757,0.0,0.6000000000000001,0.029411764705882346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.0,0.0,0.6540914902145583,0.49398381810258796,0.20339622641509433,0.12254901960784315,0.39068840712170516,0.07155836831881698,0.25252525252525254,0.10000000000000142,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0036354330375410375,0.0,9.278747433264887e-05,2.2563303881655727e-05,0.0010825576210823542,0.03312156029362849,1,3
1328,0.8000000000000114,0.0,0.0,0.10424710424710425,0.0,0.6000000000000001,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770786935533304,0.0,0.0008043294090493882,9.89901386388269e-06,0.0,0.00016744843896919904,0.0,0.654113522267797,0.4940057662992216,0.3920754716981132,0.19718137254901963,0.3967815839822567,0.09311360360924871,0.24242424242424243,1.0,0.0,0.0,0.0,0.55,0.0,0.0008410413016459808,0.0,0.0,0.0,0.0,0.0036431835420086085,0.006658785037034829,0.0,5.254538114843635e-05,0.0010869663099907323,0.03312156029362849,0,2
