FLG_PRES_RISCOSS,IMP_V_AGG_IVA,SOLVIBILITA,VOL_AFF_DICH,PESO_ADESIONE,TIPO_DICH_ACCERT,IMP_ESISTZ,DETR_IVA_ACC,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_RICORSO,STATO_CONTROLLO,VAL_ALIQ_M_ACQ_IMP,FLG_VC,IMP_V_AGG_IMPON,VAR_RIMBORSO,VAL_ALIQ_MEDIA_VOL,IMP_IMPST_CREDIT,IMP_ACQ_NOIMP,COD_ATTIV_GEN,IVA_OP_IMPON_DIC,IMP_BEN_AMM,IMP_ECC_PREC,FLG_PRES_BILANCIO,imp_tot_pos,VAR_DETRAZIONE,MAG_IMP_RIT_ACC,Target,Cluster
-0.6586487545104611,-0.3729915013362386,0.2288991837738709,-0.0507914448728893,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.7854943269232487,1.843203127578925,-0.4110659229869631,0.5945503958705778,-0.3851429774717643,-0.2056946901350811,-0.0731772514597821,-0.5194936981355208,-0.0542877260053888,-0.0361881658748468,-0.7617743916975847,-0.2112893894820306,0.1292172228578155,-0.0731999528589359,0.8285434053253496,-0.139304453605642,-0.0202686298227272,-0.0357374401452459,1,0
-0.6586487545104611,-0.0584192707054731,0.2288991837738709,0.003446371308042,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.6800471760133705,-0.5425338016399285,0.8813269121748447,0.5945503958705778,-0.3851429774717643,0.0345224218572852,-0.0731772514597821,0.4791981819850479,-0.0542877260053888,0.0037710723912092,-0.0713093365746742,0.0112846754127481,-0.0245989772743748,-0.0759257499818793,0.8285434053253496,-0.139304453605642,0.0714934058732775,-0.0357374401452459,0,0
-0.6586487545104611,-0.0198334550507437,0.2288991837738709,-0.0495766622444728,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.7640143517379032,-0.5425338016399285,0.8813269121748447,0.5688662273185631,-0.3851429774717643,0.0526294089455841,-0.0043274346575193,0.0647410517350118,-0.0542877260053888,-0.0361881658748468,-0.3014643549489777,0.155837554671353,-0.0263597887397111,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.2153827520679066,-0.0357374401452459,0,0
-0.6586487545104611,-0.0174643179654908,0.2288991837738709,-0.0507914448728893,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.7854943269232487,-0.5425338016399285,-1.4449801911164095,0.5945503958705778,-0.3851429774717643,0.0543581675410353,-0.0731772514597821,-0.5194936981355208,-0.0542877260053888,-0.0361881658748468,-0.3014643549489777,0.1797496562431048,-0.0263597887397111,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.1988808491828161,-0.0357374401452459,1,0
-0.6586487545104611,0.0119226861160196,0.2288991837738709,-0.0417875723947325,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0398740268148364,0.707385326249265,1.843203127578925,-0.540305206503144,0.591981979015376,-0.3851429774717643,0.0462714485760211,-0.0731772514597821,-0.0431176713180095,-0.0542877260053888,-0.0361881658748468,-0.0713093365746742,0.1396454002568158,-0.0252184673378109,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.1345163881430349,-0.0357374401452459,1,0
-0.6586487545104611,-0.0395816449625204,0.2288991837738709,-0.0507914448728893,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.7854943269232487,-0.5425338016399285,-1.5742194746325902,0.5945503958705778,-0.3851429774717643,0.0381802932215441,-0.0731772514597821,-0.5194936981355208,-0.0515128527461975,-0.0361881658748468,1.53977579204545,0.0691765929993948,-0.0164496592483925,-0.068810357492118,0.8285434053253496,-0.139304453605642,-0.0214189951683138,-0.0357374401452459,1,0
-0.6586487545104611,-0.0241837468659725,0.2288991837738709,-0.0478986354925633,-0.4496751247964661,-1.1618952848668214,-0.0828589450457999,-0.0775507462056922,0.7854943269232487,-0.5425338016399285,0.8813269121748447,0.5945503958705778,-0.3851429774717643,0.0494431940333709,-0.0731772514597821,0.4791981819850479,-0.0542877260053888,-0.0361881658748468,0.1588456817996292,0.1239067252975373,-0.0263597887397111,-0.0759257499818793,-1.2069373717449643,-0.139304453605642,-0.1079971870260702,-0.0357374401452459,1,0
-0.6586487545104611,-0.0198738115607623,0.2288991837738709,-0.0243413850036735,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0514631614132555,-1.5831611185153154,-0.5425338016399285,-1.4449801911164095,0.591981979015376,-0.3851429774717643,0.0418358440128532,-0.0731772514597821,-0.1974155667966374,-0.0383580214130081,0.4221301972390784,-0.0713093365746742,0.127901928246115,-0.0261105786697898,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.1156689559163173,-0.0357374401452459,0,0
-0.6586487545104611,-0.0168104491933399,0.2288991837738709,-0.0505169169341094,-0.4496751247964661,-1.1618952848668214,-0.0828589450457999,-0.0761076283412252,-0.1889154564847013,-0.5425338016399285,-1.4449801911164095,-0.5483951046940606,-0.3851429774717643,0.0549000213248123,-0.0731772514597821,-0.0201477580752364,-0.0542877260053888,-0.0361881658748468,0.6191557185482361,0.1871506355476415,-0.0263402692198857,-0.0759257499818793,-1.2069373717449643,-0.139304453605642,-0.2107588913603333,-0.0357374401452459,0,0
-0.6586487545104611,-0.0089077114332034,-0.7370831369043732,-0.0472177337508235,-0.4496751247964661,-1.1618952848668214,-0.0828589450457999,-0.0610924753958339,0.4281456488397724,-0.5425338016399285,-1.4449801911164095,0.1707616147623414,-0.3851429774717643,0.0607874172766589,-0.0731772514597821,-0.0006732664128853,-0.0542877260053888,-0.0359403794623615,-0.3014643549489777,0.1602273801492547,-0.0263015969353047,-0.0759257499818793,-1.2069373717449643,-0.139304453605642,-0.1675489930456505,-0.0357374401452459,0,0
