FLG_PRES_RISCOSS,IMP_V_AGG_IVA,SOLVIBILITA,VOL_AFF_DICH,PESO_ADESIONE,TIPO_DICH_ACCERT,IMP_ESISTZ,DETR_IVA_ACC,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_RICORSO,STATO_CONTROLLO,VAL_ALIQ_M_ACQ_IMP,FLG_VC,IMP_V_AGG_IMPON,VAR_RIMBORSO,VAL_ALIQ_MEDIA_VOL,IMP_IMPST_CREDIT,IMP_ACQ_NOIMP,COD_ATTIV_GEN,IVA_OP_IMPON_DIC,IMP_BEN_AMM,IMP_ECC_PREC,FLG_PRES_BILANCIO,imp_tot_pos,VAR_DETRAZIONE,MAG_IMP_RIT_ACC,Target
-0.6586487545104611,-0.0148461368912446,0.2288991837738709,-0.0502235065141274,-0.4496751247964661,-1.1618952848668214,-0.0091213296009838,-0.076564037177359,-1.465997617504339,-0.5425338016399285,0.8813269121748447,-2.3668342381766765,-0.3851429774717643,0.0562732544939259,-0.0731772514597821,-0.310767095190322,-0.0542877260053888,-0.0361881658748468,-1.6823944651947986,0.1878275300718576,-0.0263347271432756,-0.0759257499818793,-1.2069373717449643,0.3922551203294338,-0.2118452586338427,-0.0357374401452459,0
-0.6586487545104611,-0.0172238584826748,0.2288991837738709,-0.0507801631207779,-0.4496751247964661,-1.1618952848668214,0.1701398248396176,-0.0771573149902244,0.1899131967841208,-0.5425338016399285,0.8813269121748447,0.0577512731334779,-0.3851429774717643,0.0545576344364993,-0.0731772514597821,0.4806962198052288,-0.0542877260053888,-0.0361881658748468,0.3890007001739327,0.1852076791003702,-0.0262849503301926,-0.0759257499818793,-1.2069373717449643,-0.0420102168816918,-0.2076405852983746,-0.0357374401452459,0
-0.6586487545104611,0.02796050316218,0.2288991837738709,-0.0399633549804447,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0516470846917916,-0.5111150842648853,-0.5425338016399285,-0.7987837735355054,-1.1031731454175706,-0.3851429774717643,0.0876598226656413,-0.0731772514597821,-0.2778102631463432,-0.0542877260053888,-0.0361881658748468,-0.3014643549489777,0.1397301366847369,-0.025731150174812,-0.0458593817166858,0.8285434053253496,-0.139304453605642,-0.1346523840461988,-0.0357374401452459,0
-0.6586487545104611,-0.0486840674609435,-2.669047778260861,-0.0507914448728893,-0.4496751247964661,-1.1618952848668214,-0.0828589450457999,-0.0520317491362007,0.7854943269232487,-0.5425338016399285,0.3643697781101215,0.5945503958705778,-0.3851429774717643,0.031522262293929,-0.0731772514597821,0.4791981819850479,-0.0542877260053888,-0.0361881658748468,1.53977579204545,0.1826416606830914,-0.0118393442683343,-0.0759257499818793,-1.2069373717449643,-0.139304453605642,-0.2035223093602107,-0.0357374401452459,0
-0.6586487545104611,-0.0195482068400458,-0.7370831369043732,-0.0507914448728893,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,-1.6944664444757425,-0.5425338016399285,-1.4449801911164095,0.5945503958705778,-0.3851429774717643,0.0541485310758796,-0.0731772514597821,-0.5194936981355208,-0.0542877260053888,-0.0304028787508552,-0.3014643549489777,0.1856167865743729,-0.0263334842510946,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.2082965655371653,-0.0357374401452459,1
1.5182599119059246,0.0060473381164121,0.2288991837738709,-0.0445329737760903,1.8044251529331632,-1.1618952848668214,-0.0828589450457999,-0.0536897423484516,0.6429454006932279,-0.5425338016399285,0.6228483451424831,0.5842767284497723,-0.3851429774717643,0.0472630839991847,-0.0731772514597821,-0.1434862052701266,-0.0542877260053888,-0.0361881658748468,-1.452239446820495,0.1291081762200495,-0.0254487080205115,-0.0759257499818793,-1.2069373717449643,-0.139304453605642,-0.1176032976448488,-0.0357374401452459,0
1.5182599119059246,-0.0159128550936318,0.2288991837738709,-0.0504878457630785,1.0530583936899534,-1.1618952848668214,-0.0554936989256242,-0.0775507462056922,-0.1986790815689491,-0.5425338016399285,0.6228483451424831,-0.6999316991509452,-0.3851429774717643,0.0555114922970831,-0.0731772514597821,-0.010660185214091,-0.0542877260053888,-0.0361881658748468,0.6191557185482361,0.188727032176718,-0.0263261083991355,-0.0759257499818793,-1.2069373717449643,0.1485863544937052,-0.2143011846498029,-0.0357374401452459,0
-0.6586487545104611,0.0058197553928622,2.160863825130359,-0.0108820107475853,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,0.1257596203286113,0.0317424704193035,-0.5425338016399285,0.8813269121748447,0.5945503958705778,-0.3851429774717643,0.026956978654155,-0.0731772514597821,0.1261606023624268,-0.0542877260053888,0.1523151221630174,-0.0713093365746742,-0.0335359204307008,-0.0262387188161176,-0.0706806555180337,0.8285434053253496,-0.139304453605642,0.1434272388879824,-0.0357374401452459,0
-0.6586487545104611,-0.0246111059778457,-0.7370831369043732,-0.0507688866727342,-0.4496751247964661,0.4774247681734496,-0.0828589450457999,-0.0775507462056922,0.7854943269232487,1.843203127578925,-0.4110659229869631,0.5945503958705778,-0.3851429774717643,0.0491317253670066,-0.0731772514597821,0.4796975279251082,-0.0542877260053888,-0.0361881658748468,1.53977579204545,0.1904932384043376,-0.0228346001347489,-0.0759257499818793,0.8285434053253496,-0.139304453605642,-0.2153827520679066,-0.0357374401452459,1
-0.6586487545104611,-0.0236559397008393,0.2288991837738709,-0.0507237331439496,-0.4496751247964661,-1.1618952848668214,-0.0828589450457999,-0.0775507462056922,0.7835416019063988,-0.5425338016399285,-1.4449801911164095,0.589413562160175,-0.3851429774717643,0.0498292622948566,-0.0731772514597821,0.4791981819850479,-0.0542877260053888,-0.0361881658748468,1.7699308104197535,0.1604187847864409,-0.0263597887397111,-0.0759257499818793,-1.2069373717449643,-0.0782005904670604,-0.1678561837916208,-0.0357374401452459,1
